time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-26,22.5,15.6,30.6,0.8,,12.0,5.6,,1012.7,
2023-01-27,22.8,16.6,30.9,0.0,,67.0,7.4,,1012.9,
2023-01-28,21.6,12.6,30.4,0.0,,100.0,7.7,,1012.1,
2023-01-29,21.3,13.0,31.0,0.0,,247.0,8.3,,1011.0,
2023-01-30,22.1,16.0,29.4,0.0,,345.0,5.1,,1013.3,
2023-01-31,21.9,15.4,29.4,0.0,,54.0,7.1,,1013.8,
2023-02-01,21.8,15.8,28.4,0.0,,63.0,8.6,,1014.1,
2023-02-02,21.7,15.0,29.3,0.0,,78.0,7.5,,1014.1,
2023-02-03,21.4,13.0,29.6,0.0,,62.0,6.9,,1014.7,
2023-02-04,21.9,12.0,30.6,0.0,,19.0,5.4,,1013.2,
2023-02-05,22.5,12.0,31.6,0.0,,15.0,5.8,,1012.3,
2023-02-06,22.8,12.6,33.6,0.0,,280.0,6.5,,1012.3,
2023-02-07,22.6,13.0,31.2,0.0,,339.0,5.5,,1012.1,
2023-02-08,23.0,13.4,32.1,0.0,,41.0,6.0,,1012.8,
2023-02-09,23.6,12.6,33.0,0.0,,5.0,5.9,,1013.2,
2023-02-10,24.6,12.6,33.4,0.0,,334.0,5.8,,1014.1,
2023-02-11,24.6,12.8,33.8,0.0,,311.0,6.4,,1014.6,
2023-02-12,23.8,12.0,33.2,0.0,,54.0,6.9,,1015.3,
2023-02-13,22.4,12.2,32.1,0.0,,70.0,8.0,,1016.0,
2023-02-14,22.0,11.0,32.2,0.0,,53.0,7.0,,1015.5,
2023-02-15,23.0,9.8,32.9,0.0,,69.0,7.4,,1013.8,
2023-02-16,23.4,10.8,33.8,0.0,,66.0,9.0,,1014.1,
2023-02-17,23.8,11.6,34.1,0.0,,64.0,8.5,,1014.3,
2023-02-18,23.7,11.4,33.2,0.0,,72.0,8.2,,1014.1,
2023-02-19,23.1,10.6,33.1,0.0,,68.0,7.8,,1014.0,
2023-02-20,24.6,11.8,34.0,0.0,,47.0,6.8,,1013.6,
2023-02-21,25.0,13.8,35.0,0.0,,321.0,5.5,,1013.7,
2023-02-22,25.0,13.6,34.6,0.0,,358.0,6.0,,1013.2,
2023-02-23,24.9,14.2,34.4,0.0,,72.0,6.9,,1013.0,
2023-02-24,25.1,12.8,34.6,0.0,,48.0,6.9,,1013.9,
2023-02-25,25.4,14.0,33.8,0.0,,33.0,6.6,,1015.5,
2023-02-26,25.1,13.6,34.0,0.0,,32.0,6.9,,1016.1,
2023-02-27,25.5,14.0,34.6,0.0,,333.0,7.6,,1015.7,
2023-02-28,25.3,13.8,33.5,0.0,,290.0,6.9,,1015.4,
2023-03-01,24.9,13.4,33.8,0.0,,5.0,6.5,,1016.0,
2023-03-02,25.3,16.2,34.0,0.0,,44.0,7.6,,1016.5,
2023-03-03,25.2,17.0,34.1,0.0,,66.0,8.4,,1016.9,
2023-03-04,26.6,17.4,34.6,0.0,,226.0,6.5,,1016.4,
2023-03-05,26.5,17.2,34.8,0.4,,316.0,6.8,,1016.1,
2023-03-06,24.8,17.4,33.6,1.7,,60.0,8.4,,1015.6,
2023-03-07,22.1,17.0,28.4,4.9,,85.0,8.2,,1016.6,
2023-03-08,23.8,14.0,32.5,0.0,,49.0,6.1,,1015.3,
2023-03-09,25.3,18.4,32.2,0.0,,38.0,7.3,,1014.3,
2023-03-10,25.3,17.8,33.0,0.0,,34.0,6.6,,1013.4,
2023-03-11,25.7,16.0,33.6,0.0,,50.0,8.0,,1013.3,
2023-03-12,26.4,17.8,33.6,0.0,,62.0,7.9,,1012.7,
2023-03-13,26.6,17.2,34.0,0.0,,43.0,7.3,,1011.7,
2023-03-14,26.5,18.4,34.4,0.0,,12.0,7.8,,1010.2,
2023-03-15,26.1,19.6,33.2,0.0,,31.0,7.8,,1009.3,
2023-03-16,23.2,17.8,31.9,1.4,,87.0,7.3,,1011.4,
2023-03-17,23.1,15.8,30.6,0.1,,16.0,5.3,,1011.4,
2023-03-18,23.7,17.4,30.6,0.0,,307.0,6.4,,1010.1,
2023-03-19,23.8,15.0,31.0,0.0,,267.0,8.7,,1009.7,
2023-03-20,22.8,15.9,30.4,0.0,,280.0,8.8,,1009.4,
2023-03-21,22.2,15.4,29.0,1.2,,273.0,8.8,,1010.4,
2023-03-22,22.7,15.6,30.4,0.0,,287.0,8.4,,1011.1,
2023-03-23,23.3,16.6,31.0,0.0,,283.0,8.5,,1011.0,
2023-03-24,23.9,15.6,32.6,0.0,,289.0,8.2,,1011.0,
2023-03-25,23.6,16.0,33.6,0.0,,284.0,7.8,,1011.7,
2023-03-26,23.1,13.6,33.6,0.0,,290.0,7.6,,1011.5,
2023-03-27,23.7,15.2,33.2,0.0,,283.0,6.8,,1011.3,
2023-03-28,24.3,15.8,34.2,0.0,,279.0,7.3,,1010.5,
2023-03-29,25.2,17.0,35.2,0.0,,264.0,7.3,,1010.8,
2023-03-30,23.5,15.5,32.2,0.0,,274.0,8.9,,1010.7,
2023-03-31,24.2,17.8,31.6,0.0,,281.0,10.1,,1010.3,
2023-04-01,24.5,16.2,33.4,0.0,,278.0,8.6,,1010.7,
2023-04-02,24.1,15.7,33.8,0.0,,279.0,8.4,,1010.3,
2023-04-03,24.5,15.4,34.0,0.0,,273.0,7.9,,1009.9,
2023-04-04,26.6,18.0,35.8,0.0,,299.0,6.7,,1010.3,
2023-04-05,27.8,18.2,36.0,0.0,,300.0,7.9,,1010.2,
2023-04-06,28.3,20.0,36.8,0.0,,331.0,7.5,,1010.4,
2023-04-07,27.8,21.0,34.8,0.0,,56.0,7.1,,1011.9,
2023-04-08,27.4,21.1,33.4,0.5,,89.0,7.7,,1014.3,
2023-04-09,26.2,19.7,36.4,0.0,,73.0,6.4,,1014.3,
2023-04-10,29.4,19.3,36.2,7.1,,68.0,6.6,,1012.3,
2023-04-11,28.8,19.9,38.4,0.0,,45.0,8.0,,1012.1,
2023-04-12,29.8,21.6,38.2,0.0,,29.0,7.0,,1011.4,
2023-04-13,29.1,20.6,37.2,0.1,,47.0,7.3,,1011.5,
2023-04-14,28.9,20.0,35.6,0.0,,97.0,6.4,,1011.4,
2023-04-15,26.1,21.2,37.0,0.0,,65.0,6.7,,1011.5,
2023-04-16,26.4,18.2,35.6,4.1,,319.0,6.1,,1010.1,
2023-04-17,27.6,19.2,37.2,0.0,,275.0,6.4,,1010.1,
2023-04-18,29.2,20.4,38.4,0.0,,17.0,7.1,,1010.6,
2023-04-19,30.0,21.0,39.0,0.0,,57.0,6.3,,1008.4,
2023-04-20,28.7,22.0,37.8,0.0,,291.0,7.8,,1006.6,
2023-04-21,27.1,18.6,36.2,0.0,,274.0,8.4,,1007.0,
2023-04-22,25.8,17.2,34.0,0.0,,275.0,9.8,,1007.7,
2023-04-23,25.9,17.5,35.0,0.0,,281.0,9.2,,1007.6,
2023-04-24,27.7,18.7,36.8,0.0,,290.0,7.4,,1007.9,
2023-04-25,28.2,20.4,36.8,0.0,,280.0,8.6,,1008.1,
2023-04-26,26.9,19.4,35.0,0.0,,247.0,8.7,,1008.9,
2023-04-27,26.9,20.6,34.4,0.1,,284.0,6.7,,1009.1,
2023-04-28,27.6,21.4,33.2,0.0,,276.0,7.5,,1010.0,
2023-04-29,27.8,20.0,34.0,0.0,,262.0,7.0,,1009.1,
2023-04-30,25.7,18.9,33.6,0.0,,267.0,8.8,,1007.8,
2023-05-01,25.5,18.6,33.8,0.0,,263.0,8.9,,1007.8,
2023-05-02,25.3,19.4,31.2,0.2,,273.0,6.8,,1008.8,
2023-05-03,25.9,19.7,33.4,0.0,,276.0,8.0,,1010.1,
2023-05-04,26.5,19.4,33.2,5.1,,278.0,6.9,,1009.2,
2023-05-05,27.8,21.3,34.8,0.0,,279.0,7.6,,1008.3,
2023-05-06,27.0,20.2,34.4,0.2,,289.0,6.7,,1008.4,
2023-05-07,28.2,23.0,34.2,0.5,,297.0,6.6,,1008.7,
2023-05-08,28.6,24.2,35.2,0.0,,281.0,7.8,,1008.1,
2023-05-09,29.9,24.2,35.6,8.9,,292.0,5.8,,1008.2,
2023-05-10,31.8,24.8,39.2,0.0,,315.0,6.9,,1007.1,
2023-05-11,31.0,23.6,40.4,0.0,,313.0,7.5,,1007.3,
2023-05-12,30.4,22.6,40.0,0.0,,268.0,10.8,,1007.8,
2023-05-13,29.3,22.8,37.8,0.0,,264.0,14.0,,1008.8,
2023-05-14,28.7,22.3,36.8,0.0,,267.0,13.1,,1008.3,
2023-05-15,28.0,21.4,35.2,0.0,,269.0,12.4,,1009.1,
2023-05-16,27.7,20.8,35.2,0.0,,276.0,12.1,,1010.9,
2023-05-17,28.7,20.6,37.8,0.0,,279.0,10.2,,1010.6,
2023-05-18,29.2,21.7,38.4,0.0,,282.0,9.8,,1011.6,
2023-05-19,29.8,21.2,39.0,0.0,,288.0,9.0,,1010.0,
2023-05-20,29.0,21.4,38.0,0.0,,280.0,9.8,,1009.6,
2023-05-21,28.4,21.0,38.0,0.0,,275.0,10.3,,1010.3,
2023-05-22,29.0,21.7,37.8,0.0,,286.0,9.5,,1010.7,
2023-05-23,29.7,22.3,39.8,0.0,,278.0,9.1,,1010.7,
2023-05-24,28.8,22.6,37.0,0.0,,273.0,11.6,,1010.6,
2023-05-25,27.8,22.5,35.6,0.0,,268.0,14.5,,1011.3,
2023-05-26,27.5,22.8,35.0,0.6,,263.0,14.8,,1011.7,
2023-05-27,27.2,21.2,35.4,0.0,,270.0,12.7,,1010.9,
2023-05-28,28.0,21.5,36.8,0.0,,278.0,12.4,,1009.7,
2023-05-29,28.3,21.5,38.0,0.0,,299.0,8.8,,1009.3,
2023-05-30,29.2,21.8,38.4,0.0,,299.0,8.0,,1009.3,
2023-05-31,30.1,22.5,39.2,0.0,,294.0,8.3,,1008.7,
2023-06-01,28.9,22.3,40.1,0.0,,286.0,9.9,,1008.6,
2023-06-02,29.1,22.7,36.0,7.1,,275.0,12.1,,1009.4,
2023-06-03,29.8,23.8,36.2,0.0,,279.0,12.1,,1009.0,
2023-06-04,26.9,22.8,33.4,0.7,,284.0,10.2,,1009.3,
2023-06-05,27.6,22.5,33.8,0.0,,272.0,10.9,,1008.3,
2023-06-06,28.3,22.1,35.6,0.0,,272.0,10.5,,1007.8,
2023-06-07,28.4,22.7,36.0,0.0,,267.0,11.5,,1007.7,
2023-06-08,28.4,22.4,36.6,0.0,,260.0,11.5,,1008.0,
2023-06-09,28.0,23.7,35.8,7.0,,250.0,9.7,,1006.4,
2023-06-10,28.2,23.8,34.4,3.1,,232.0,14.1,,1005.1,
2023-06-11,27.8,23.5,35.8,0.8,,224.0,12.6,,1004.9,
2023-06-12,28.2,22.8,36.0,0.0,,220.0,14.3,,1004.4,
2023-06-13,27.2,23.4,31.6,1.0,,231.0,17.9,,1005.7,
2023-06-14,26.5,23.3,31.2,1.8,,237.0,18.2,,1007.5,
2023-06-15,28.9,25.4,34.2,0.6,,240.0,17.8,,1007.8,
2023-06-16,26.5,23.4,32.6,0.3,,239.0,19.8,,1007.2,
2023-06-17,28.1,24.7,33.2,0.3,,251.0,16.8,,1007.6,
2023-06-18,28.3,24.8,33.0,0.0,,262.0,16.8,,1007.8,
2023-06-19,28.6,23.9,34.6,0.0,,264.0,15.1,,1006.8,
2023-06-20,27.2,22.9,34.2,1.1,,263.0,13.4,,1006.1,
2023-06-21,27.4,22.6,34.0,0.2,,265.0,13.1,,1006.4,
2023-06-22,27.3,23.1,33.4,1.0,,263.0,13.0,,1006.6,
2023-06-23,26.9,23.2,32.6,1.9,,254.0,12.8,,1006.3,
2023-06-24,25.2,23.1,30.7,0.0,,252.0,11.4,,1005.3,
2023-06-25,24.4,22.6,27.6,14.0,,251.0,12.5,,1005.5,
2023-06-26,24.7,22.3,27.2,10.9,,248.0,13.5,,1006.9,
2023-06-27,24.0,22.2,27.6,7.1,,259.0,12.9,,1006.7,
2023-06-28,24.6,22.7,27.0,15.0,,252.0,12.8,,1007.1,
2023-06-29,24.3,22.4,26.8,9.9,,256.0,13.9,,1007.3,
2023-06-30,24.0,21.9,26.0,6.1,,251.0,16.8,,1007.3,
2023-07-01,24.5,21.8,26.6,20.1,,252.0,14.0,,1008.1,
2023-07-02,24.5,22.7,26.5,3.0,,257.0,12.7,,1007.4,
2023-07-03,25.9,22.7,28.8,7.9,,254.0,10.7,,1005.5,
2023-07-04,25.9,23.3,29.0,0.3,,257.0,10.8,,1003.5,
2023-07-05,25.5,22.9,30.0,0.3,,258.0,10.7,,1002.0,
2023-07-06,25.3,23.1,28.8,4.1,,254.0,13.8,,1003.4,
2023-07-07,25.2,22.8,27.8,0.3,,247.0,16.0,,1004.6,
2023-07-08,24.9,22.7,26.8,3.0,,248.0,16.6,,1006.3,
2023-07-09,25.5,22.2,28.8,0.0,,254.0,14.7,,1007.3,
2023-07-10,25.3,23.1,28.0,0.5,,258.0,14.0,,1007.7,
2023-07-11,25.5,21.9,28.0,2.0,,267.0,13.8,,1007.8,
2023-07-12,25.9,23.0,29.0,0.0,,258.0,11.3,,1006.8,
2023-07-13,25.7,23.3,29.8,0.0,,251.0,12.3,,1006.6,
2023-07-14,24.0,22.1,26.5,18.4,,265.0,12.5,,1008.1,
2023-07-15,24.3,21.8,29.0,1.9,,259.0,14.9,,1008.5,
2023-07-16,24.6,21.9,28.0,2.0,,261.0,12.2,,1007.7,
2023-07-17,23.9,22.0,26.1,2.0,,255.0,13.8,,1006.6,
2023-07-18,23.9,22.3,25.2,5.1,,259.0,16.4,,1005.1,
2023-07-19,23.4,21.2,24.8,6.1,,265.0,17.4,,1003.2,
2023-07-20,24.6,22.3,26.8,18.0,,263.0,18.3,,1003.4,
2023-07-21,24.3,22.4,26.6,472.2,,260.0,16.1,,1005.3,
2023-07-22,23.8,22.2,25.6,7.1,,260.0,16.9,,1005.8,
2023-07-23,24.2,21.7,26.2,7.1,,262.0,16.2,,1005.0,
2023-07-24,24.3,22.5,26.0,13.0,,258.0,16.1,,1005.2,
2023-07-25,23.8,22.3,25.4,8.9,,260.0,14.0,,1007.0,
2023-07-26,23.8,22.1,26.2,10.9,,266.0,14.4,,1008.0,
2023-07-27,23.1,21.9,24.0,0.0,,264.0,17.0,,1008.2,
2023-07-28,23.4,21.3,25.2,10.9,,267.0,16.6,,1008.2,
2023-07-29,23.5,21.8,26.4,6.1,,263.0,15.5,,1008.8,
2023-07-30,24.3,21.9,27.4,3.0,,263.0,15.6,,1008.0,
2023-07-31,24.4,22.3,27.4,3.0,,260.0,15.6,,1007.5,
2023-08-01,24.5,22.1,27.4,5.1,,261.0,18.5,,1007.4,
2023-08-02,24.4,22.4,27.0,2.0,,260.0,19.5,,1007.9,
2023-08-03,24.0,22.5,25.8,0.5,,261.0,19.2,,1007.4,
2023-08-04,24.8,22.3,27.8,3.0,,259.0,18.3,,1008.5,
2023-08-05,24.4,21.8,26.6,3.0,,262.0,16.7,,1010.4,
2023-08-06,24.4,21.9,26.6,2.0,,262.0,17.1,,1009.8,
2023-08-07,25.1,22.6,27.6,0.8,,260.0,18.4,,1008.1,
2023-08-08,25.2,22.9,28.6,0.0,,259.0,16.1,,1008.4,
2023-08-09,25.4,22.3,29.4,0.8,,260.0,14.4,,1010.6,
2023-08-10,25.1,22.1,29.4,0.3,,266.0,12.6,,1011.3,
2023-08-11,25.0,21.1,28.4,0.0,,266.0,11.5,,1010.7,
2023-08-12,25.0,21.9,28.6,0.0,,263.0,14.0,,1010.4,
2023-08-13,24.7,21.4,27.6,1.0,,260.0,14.9,,1009.2,
2023-08-14,25.6,22.3,29.2,0.0,,257.0,15.1,,1009.3,
2023-08-15,24.3,21.8,26.8,0.5,,258.0,11.7,,1010.0,
2023-08-16,25.2,22.0,30.0,0.5,,261.0,13.2,,1010.2,
2023-08-17,24.1,21.7,27.1,0.0,,269.0,12.6,,1010.6,
2023-08-18,24.9,21.4,28.8,1.0,,272.0,14.5,,1009.0,
2023-08-19,24.3,21.9,27.6,1.0,,271.0,14.4,,1007.8,
2023-08-20,23.8,21.7,26.7,2.0,,270.0,14.0,,1008.0,
2023-08-21,25.1,20.9,29.4,3.0,,272.0,12.5,,1008.4,
2023-08-22,23.9,21.3,28.4,0.0,,272.0,10.9,,1008.6,
2023-08-23,24.9,21.5,28.6,3.0,,260.0,13.0,,1008.4,
2023-08-24,25.0,21.4,29.5,0.0,,260.0,13.2,,1007.6,
2023-08-25,24.2,21.9,27.1,2.0,,253.0,12.1,,1007.7,
2023-08-26,24.4,21.4,28.2,0.0,,255.0,12.3,,1009.1,
2023-08-27,25.2,21.3,29.6,6.1,,261.0,12.7,,1010.0,
2023-08-28,24.5,21.8,28.0,0.0,,261.0,13.1,,1009.5,
2023-08-29,25.4,21.4,30.2,0.5,,271.0,10.1,,1009.2,
2023-08-30,25.9,20.7,31.0,0.0,,279.0,7.4,,1010.0,
2023-08-31,25.2,20.1,33.4,0.6,,286.0,6.0,,1009.6,
2023-09-01,25.6,21.2,31.4,5.6,,290.0,6.0,,1009.4,
2023-09-02,23.7,22.3,27.5,20.1,,286.0,7.6,,1009.6,
2023-09-03,24.6,21.2,28.8,7.9,,276.0,8.6,,1008.4,
2023-09-04,24.9,20.8,28.0,0.0,,284.0,10.0,,1007.3,
2023-09-05,24.4,20.0,29.6,0.5,,276.0,9.6,,1006.8,
2023-09-06,24.4,20.3,29.6,0.5,,269.0,12.1,,1006.9,
2023-09-07,23.8,22.0,26.8,8.9,,268.0,14.4,,1006.7,
2023-09-08,22.7,20.8,23.8,10.9,,271.0,13.9,,1007.0,
2023-09-09,24.4,22.0,26.9,11.9,,271.0,14.6,,1007.1,
2023-09-10,25.6,22.8,28.4,0.0,,265.0,14.8,,1007.1,
2023-09-11,24.6,21.9,29.8,2.8,,268.0,13.9,,1007.6,
2023-09-12,24.2,21.0,29.6,0.2,,267.0,12.9,,1008.4,
2023-09-13,24.3,21.5,29.2,2.7,,268.0,12.8,,1007.9,
2023-09-14,24.0,21.3,28.4,2.1,,268.0,11.4,,1008.0,
2023-09-15,25.2,21.4,29.6,0.0,,263.0,11.8,,1007.8,
2023-09-16,23.9,22.0,27.2,0.0,,261.0,15.1,,1007.6,
2023-09-17,24.2,21.6,28.2,1.0,,253.0,15.5,,1006.8,
2023-09-18,25.3,21.3,28.4,2.0,,247.0,14.6,,1006.8,
2023-09-19,26.7,21.5,29.8,2.0,,236.0,13.9,,1008.7,
2023-09-20,25.5,22.6,29.8,0.0,,243.0,11.4,,1008.9,
2023-09-21,25.4,22.0,29.0,0.0,,250.0,8.4,,1009.0,
2023-09-22,24.6,22.3,29.2,4.1,,274.0,5.8,,1009.5,
2023-09-23,23.6,21.9,27.8,8.9,,273.0,5.7,,1009.9,
2023-09-24,24.5,21.0,29.8,25.9,,270.0,7.9,,1010.2,
2023-09-25,25.4,21.8,30.6,7.1,,276.0,7.5,,1009.0,
2023-09-26,23.7,20.9,29.4,0.0,,300.0,5.2,,1009.2,
2023-09-27,23.7,21.1,27.6,38.1,,333.0,4.4,,1008.5,
2023-09-28,24.9,21.1,30.8,6.1,,55.0,4.8,,1007.4,
2023-09-29,24.8,21.2,29.3,5.1,,42.0,5.4,,1007.0,
2023-09-30,25.3,21.5,28.9,17.0,,54.0,8.6,,1006.9,
2023-10-01,24.5,21.3,28.6,11.9,,353.0,7.7,,1006.9,
2023-10-02,24.1,21.0,27.2,5.1,,271.0,9.5,,1009.7,
2023-10-03,25.9,21.8,31.0,0.0,,278.0,7.1,,1010.7,
2023-10-04,26.2,21.1,32.4,0.0,,302.0,5.8,,1011.5,
2023-10-05,24.3,20.2,31.8,0.0,,289.0,5.1,,1011.3,
2023-10-06,24.1,19.4,32.6,0.0,,292.0,5.0,,1010.5,
2023-10-07,24.8,20.1,33.0,0.0,,319.0,4.7,,1010.6,
2023-10-08,25.3,20.1,32.8,0.0,,23.0,4.4,,1011.7,
2023-10-09,25.3,20.2,33.4,0.0,,311.0,4.9,,1013.0,
2023-10-10,25.3,20.4,33.8,0.0,,332.0,4.9,,1012.8,
2023-10-11,25.4,19.6,33.4,0.0,,20.0,4.6,,1012.6,
2023-10-12,25.6,20.9,33.0,0.0,,73.0,5.6,,1013.1,
2023-10-13,25.9,20.8,33.8,0.0,,44.0,5.8,,1013.7,
2023-10-14,25.2,19.8,33.6,0.0,,29.0,5.5,,1013.6,
2023-10-15,25.6,20.4,34.2,0.0,,326.0,4.3,,1012.1,
2023-10-16,25.6,21.0,33.4,0.0,,38.0,5.2,,1011.9,
2023-10-17,26.0,20.9,33.4,0.0,,35.0,5.6,,1013.2,
2023-10-18,25.7,20.6,33.4,0.0,,28.0,5.8,,1014.0,
2023-10-19,25.8,20.5,33.4,0.0,,17.0,4.7,,1013.6,
2023-10-20,25.1,20.9,31.6,2.1,,70.0,5.5,,1013.8,
2023-10-21,25.5,21.5,32.0,0.1,,36.0,6.0,,1014.3,
2023-10-22,25.6,20.6,32.6,0.0,,35.0,6.0,,1014.5,
2023-10-23,25.3,19.4,33.4,0.0,,38.0,5.6,,1013.5,
2023-10-24,25.5,20.0,32.6,0.0,,23.0,5.3,,1013.1,
2023-10-25,25.1,19.2,31.6,0.0,,34.0,6.1,,1014.6,
2023-10-26,24.2,18.2,31.8,0.0,,80.0,6.9,,1015.1,
2023-10-27,23.3,15.2,31.2,0.0,,68.0,7.0,,1013.8,
2023-10-28,23.4,15.4,31.6,0.0,,61.0,6.4,,1013.5,
2023-10-29,23.4,16.0,31.4,0.0,,57.0,6.6,,1013.2,
2023-10-30,23.8,16.4,31.4,0.0,,60.0,6.9,,1013.0,
2023-10-31,23.8,17.6,30.6,0.0,,56.0,7.3,,1013.8,
2023-11-01,23.1,16.0,30.8,0.0,,46.0,6.4,,1014.5,
2023-11-02,23.6,15.4,31.2,0.0,,56.0,6.0,,1013.5,
2023-11-03,23.9,16.8,31.0,0.0,,60.0,6.3,,1011.7,
2023-11-04,24.2,17.4,31.2,0.0,,72.0,6.4,,1011.5,
2023-11-05,24.7,18.8,31.4,0.0,,52.0,6.6,,1012.8,
2023-11-06,23.9,17.0,30.8,0.0,,60.0,8.1,,1014.1,
2023-11-07,24.4,16.8,31.0,0.0,,55.0,5.9,,1013.8,
2023-11-08,24.6,21.3,29.5,0.7,,80.0,7.1,,1013.3,
2023-11-09,24.3,19.8,31.8,6.5,,71.0,7.4,,1014.0,
2023-11-10,23.5,19.2,29.8,2.9,,66.0,6.0,,1015.5,
2023-11-11,24.4,18.6,30.8,0.0,,65.0,6.5,,1015.7,
2023-11-12,24.1,18.6,31.0,0.0,,64.0,6.4,,1015.6,
2023-11-13,23.9,18.6,30.6,0.0,,19.0,4.7,,1015.3,
2023-11-14,23.4,17.9,31.2,0.0,,11.0,4.5,,1014.5,
2023-11-15,22.8,17.9,30.2,0.0,,66.0,6.5,,1014.4,
2023-11-16,22.3,15.4,29.8,0.0,,37.0,5.3,,1014.7,
2023-11-17,22.3,15.2,29.1,0.0,,44.0,6.5,,1014.8,
2023-11-18,22.6,15.2,30.6,0.0,,7.0,5.5,,1013.9,
2023-11-19,24.0,17.8,31.4,0.0,,34.0,4.9,,1013.6,
2023-11-20,24.2,18.3,30.6,0.0,,54.0,6.7,,1014.0,
2023-11-21,23.3,18.2,29.8,0.0,,65.0,7.1,,1014.0,
2023-11-22,23.3,15.6,30.6,0.0,,38.0,5.7,,1013.2,
2023-11-23,23.2,16.2,30.0,0.0,,39.0,4.8,,1011.4,
2023-11-24,23.4,17.8,29.5,1.0,,87.0,7.3,,1011.7,
2023-11-25,23.4,17.4,29.4,1.0,,88.0,7.7,,1013.4,
2023-11-26,23.3,19.1,31.0,3.4,,140.0,8.7,,1013.5,
2023-11-27,22.7,18.5,29.8,0.5,,249.0,5.7,,1012.3,
2023-11-28,22.6,19.2,27.8,0.0,,297.0,4.7,,1011.5,
2023-11-29,22.7,17.6,29.4,0.0,,243.0,5.8,,1012.2,
2023-11-30,22.8,16.8,30.6,0.0,,290.0,6.1,,1012.7,
2023-12-01,22.4,17.2,30.8,0.0,,247.0,4.4,,1012.6,
2023-12-02,23.1,17.8,30.0,0.1,,106.0,7.9,,1011.6,
2023-12-03,23.2,17.9,30.6,0.0,,69.0,7.2,,1012.3,
2023-12-04,23.5,18.2,30.2,0.0,,65.0,6.0,,1011.5,
2023-12-05,22.8,17.4,29.2,0.0,,57.0,6.1,,1010.5,
2023-12-06,22.2,17.7,27.8,0.0,,57.0,5.6,,1011.8,
2023-12-07,21.4,15.8,27.2,0.4,,70.0,4.5,,1012.6,
2023-12-08,21.8,16.0,28.4,0.0,,47.0,5.2,,1013.0,
2023-12-09,22.2,16.0,29.0,0.0,,70.0,6.2,,1013.9,
2023-12-10,22.2,15.5,30.2,0.0,,55.0,6.1,,1013.2,
2023-12-11,22.7,15.7,28.9,0.0,,355.0,4.6,,1013.4,
2023-12-12,22.3,17.1,29.8,0.0,,328.0,4.5,,1012.4,
2023-12-13,21.6,15.6,29.2,0.0,,66.0,5.5,,1013.0,
2023-12-14,21.0,15.0,28.0,0.0,,88.0,7.9,,1014.7,
2023-12-15,20.3,13.8,27.4,0.0,,91.0,7.1,,1015.8,
2023-12-16,20.2,13.0,27.1,0.0,,58.0,6.6,,1015.2,
2023-12-17,20.7,14.7,26.5,0.0,,64.0,8.0,,1014.6,
2023-12-18,21.1,15.4,26.7,0.0,,75.0,10.1,,1015.6,
2023-12-19,20.8,16.0,26.1,0.0,,71.0,9.7,,1016.7,
2023-12-20,19.8,13.4,27.2,0.0,,78.0,7.0,,1016.5,
2023-12-21,21.0,15.5,28.9,0.0,,59.0,5.7,,1015.3,
2023-12-22,21.4,15.0,29.2,0.0,,23.0,4.8,,1015.2,
2023-12-23,21.0,13.6,29.8,0.0,,57.0,6.3,,1015.8,
2023-12-24,20.7,12.6,29.2,0.0,,58.0,6.7,,1017.5,
2023-12-25,21.3,14.9,29.5,0.0,,67.0,9.2,,1017.2,
2023-12-26,22.2,14.2,30.7,0.0,,45.0,6.7,,1016.7,
2023-12-27,21.6,13.6,30.4,0.0,,43.0,6.3,,1017.0,
2023-12-28,21.5,13.4,30.0,0.0,,64.0,6.9,,1015.4,
2023-12-29,21.4,13.8,29.8,0.0,,65.0,5.9,,1015.4,
2023-12-30,21.0,12.8,30.6,0.0,,38.0,5.5,,1014.8,
2023-12-31,22.1,13.8,30.4,0.0,,57.0,6.5,,1014.1,
2024-01-01,22.0,14.0,29.2,0.0,,71.0,5.9,,1014.3,
2024-01-02,22.2,14.4,30.2,0.0,,52.0,5.3,,1013.3,
2024-01-03,22.3,16.8,29.7,0.0,,357.0,5.8,,1012.5,
2024-01-04,21.7,15.9,29.4,0.0,,308.0,5.2,,1012.7,
2024-01-05,21.3,14.3,29.4,0.0,,296.0,5.1,,1012.8,
2024-01-06,21.8,15.2,29.3,0.0,,57.0,6.1,,1013.3,
2024-01-07,22.4,16.4,29.0,0.5,,61.0,7.0,,1013.5,
2024-01-08,22.5,16.5,29.4,0.1,,91.0,10.0,,1014.0,
2024-01-09,20.6,18.2,27.8,0.0,,99.0,8.3,,1014.4,
2024-01-10,21.0,17.1,27.8,7.3,,55.0,5.9,,1015.2,
2024-01-11,22.3,17.6,30.6,0.0,,54.0,5.4,,1015.2,
2024-01-12,22.6,16.2,31.4,0.0,,65.0,6.4,,1014.7,
2024-01-13,23.1,16.0,32.5,0.0,,359.0,5.2,,1015.1,
2024-01-14,23.3,16.4,32.2,0.0,,315.0,6.0,,1015.1,
2024-01-15,21.1,13.4,31.2,0.0,,281.0,5.8,,1014.6,
2024-01-16,20.0,11.6,31.2,0.0,,266.0,5.6,,1012.6,
2024-01-17,20.0,12.4,30.2,0.0,,252.0,7.1,,1011.7,
